72,56
72,17
144,32
72,48
144,44
144,86
6,40
6,45
144,57
72,52
72,85
72,83
6,43
72,64
144,19
72,88
12,47
6,50
12,66
72,82
12,50
72,63
144,39
6,34
72,59
144,83
72,88
12,56
6,87
6,54
72,89
72,45
